"","x"
"1",0.61476485324287
"2",-0.0668925723302217
"3",-0.787291721664531
"4",-0.45223258955242
"5",-0.856383028165731
"6",0.288667125752827
"7",0.121800331391716
"8",0.098640136953463
"9",0.439144686349679
"10",0.655272977586427
"11",-2.70996527570362
"12",-0.162845993047063
"13",1.988858148986
"14",0.245399687024358
"15",-0.695741257028298
"16",-1.05661992974533
"17",-2.98453390287198
"18",0.564250411660752
"19",1.13171102477022
"20",0.276557560769909
"21",-0.470907816541838
"22",-0.249200266155097
"23",-3.18988841440512
"24",1.38956125338712
"25",-1.17806255683463
"26",0.918761164946567
"27",-0.873713444436774
"28",-0.933210257987173
"29",0.100598935074157
"30",-0.848656979050785
"31",-0.279269332299932
"32",-0.144841016809514
"33",0.322416342609508
"34",-0.492437672109631
"35",-1.13311905929205
"36",1.10355524836681
"37",-1.3165881822139
"38",-0.437479500492837
"39",2.30325104371474
"40",0.483355359539278
"41",0.0949874467478304
"42",-1.04130080225243
"43",2.48795782709394
"44",-2.86441003327905
"45",1.26235234259617
"46",1.68150014569173
"47",-0.589635013581081
"48",-0.94557798286718
"49",-1.08738320182359
"50",0.994995881957031
"51",-1.78374446233047
"52",-1.24240334956971
"53",2.09555828513896
"54",-0.765565183534112
"55",1.45188715641635
"56",-0.732640134332468
"57",0.400709416113
"58",1.07203045903766
"59",0.17339724772842
"60",-0.218587959379157
"61",-0.0657003484928258
"62",0.523749473602084
"63",-0.689811174302164
"64",1.20286151511512
"65",0.652096769058079
"66",-1.39634535940071
"67",0.494189351082524
"68",-1.14328529629826
"69",-0.792954639786753
"70",1.44488003200395
"71",-5.16504688716708
"72",0.165189961929158
"73",-0.0872426612706861
"74",0.796514224327803
"75",1.43103392864962
"76",-0.686850748840532
"77",1.8627773340204
"78",1.26450906631546
"79",0.627132790072686
"80",-0.234100250374444
"81",-0.666598220543425
"82",-0.167313179067624
"83",-0.252229427734297
"84",2.2033443253827
"85",2.46890295712549
"86",-0.671945778462279
"87",-0.48172605314722
"88",-1.19449110946635
"89",0.0801625835135334
"90",-1.41574079524533
"91",-1.57866141827066
"92",0.449211015075735
"93",-0.15935802393455
"94",0.548351574700432
"95",-1.15182860263035
"96",0.702886228927697
"97",0.421747453417059
"98",-0.060277594763997
"99",-0.768841227519559
"100",-0.308796595453438
"101",2.2215333747308
"102",0.191186637603092
"103",0.532535224285928
"104",-3.6969646705684
"105",-0.757943475009829
"106",-0.444588970513991
"107",0.460959423822772
"108",-2.79813945097975
"109",-0.738514738577229
"110",-0.338105676212338
"111",0.704239155466145
"112",-3.22743412075172
"113",-0.205160558043225
"114",1.2147184234242
"115",-0.373711482881352
"116",1.46556162564348
"117",0.252807276219122
"118",2.2432799366885
"119",-0.346173856036478
"120",0.194240380005081
"121",-2.18458988408495
"122",2.50780483192398
"123",-1.63027098841196
"124",-2.25499880930393
"125",-1.84349559700609
"126",-0.666467971117594
"127",-0.779158740373587
"128",1.06161868007346
"129",1.80570825226251
"130",-1.65839393235213
"131",2.64889143908462
"132",0.518292253425086
"133",-1.30978760010054
"134",0.681366110177135
"135",-2.05305242691893
"136",-0.315590546051249
"137",2.81283426080761
"138",-0.0397811433221315
"139",0.392805237466446
"140",-0.892966564779725
"141",-0.980274276015042
"142",0.616595358833296
"143",0.345658701136804
"144",-0.0731642610391715
"145",0.318852517289263
"146",0.942086148991761
"147",1.23182378519221
"148",0.204267012163198
"149",-1.19194516748965
"150",0.515450281238067
"151",0.853698496678271
"152",0.60115770039577
"153",0.258063440533856
"154",-1.23713438525043
"155",0.226032451522535
"156",-0.0384775819011475
"157",0.302693681674828
"158",0.337535034268331
"159",0.0949453830680181
"160",0.645690524819517
"161",-0.0718469846742441
"162",1.17052307446478
"163",3.23315130646108
"164",-1.35512899086318
"165",-1.55810514421872
"166",1.06808555856481
"167",-0.183568588448388
"168",0.300159749564962
"169",-0.665036117777866
"170",-0.112883263429739
"171",-1.13572490636856
"172",-1.95515174798364
"173",-0.212683022220067
"174",-0.89841807707691
"175",-0.0794251229027941
"176",0.524105987858313
"177",0.369084538969331
"178",-1.415765456245
"179",2.31444945812319
"180",-1.36700853177996
"181",0.800881546963135
"182",-0.486174574248514
"183",-0.403816321277956
"184",-0.32886082531414
"185",1.4910633189748
"186",3.01367793300358
"187",-0.854628983208275
"188",-0.042555445078947
"189",0.423011841973957
"190",-1.90877063410677
"191",0.264814544533027
"192",-0.387223309510303
"193",-0.171061147588396
"194",-1.42387690001203
"195",0.127987834966126
"196",0.446517048226747
"197",0.508605026932248
"198",0.804669809792781
"199",0.998534322865155
"200",-0.647333816248754
"201",0.103045158971226
"202",-0.356461163069598
"203",-0.268874804965008
"204",0.80005235462685
"205",-0.472345100749925
"206",0.187548649931499
"207",1.23629211745726
"208",-0.185769422856425
"209",1.81332026002007
"210",-0.491501045515306
"211",-0.23301685711517
"212",-1.07863697130657
"213",0.240171853346088
"214",4.06429133709126
"215",-1.98162387151608
"216",-0.950909218149912
"217",0.151287199630721
"218",-0.204023473030302
"219",1.39886318218285
"220",1.06273943223559
"221",-2.09113551918083
"222",-1.16697102371659
"223",-0.683451025188258
"224",1.13915591514971
"225",0.710839197122564
"226",0.296412015161283
"227",-0.820763140371784
"228",-0.0115692820884757
"229",5.72805754679733
"230",0.447562404530719
"231",2.3429469859607
"232",-1.11597131990105
"233",0.711772014239838
"234",2.61938556343273
"235",3.33772931027971
"236",0.793484784812449
"237",1.14215537669001
"238",-0.69946509897392
"239",0.705856606938386
"240",0.82653075616042
"241",0.29460473949855
"242",0.465276315295136
"243",-0.592924781060471
"244",-1.73017809901113
"245",-0.780138340122934
"246",0.259300564030588
"247",-1.08200237090312
"248",-0.507459683206066
"249",-0.613260246061149
"250",0.359999521622208
"251",4.08907205441111
"252",0.760863515991358
"253",-0.0592414089221125
"254",-0.973271666277187
"255",0.260198142591143
"256",-0.286668476678371
"257",0.580128395704396
"258",0.656306151372502
"259",2.92666834247001
"260",0.258571113981101
"261",-1.24198683940699
"262",-1.93668275920457
"263",-0.38086369340139
"264",-0.288739647015985
"265",3.88047871572007
"266",0.503259162524191
"267",-0.649522953697496
"268",1.0858980988998
"269",-1.48372011763625
"270",-0.593363715370055
"271",-1.5995560282147
"272",-0.689047412254283
"273",0.177105753940865
"274",1.92193113670273
"275",-0.354303988297156
"276",0.384329106552641
"277",-0.983889632066016
"278",-0.565092780667985
"279",1.93894036354101
"280",0.591787976639194
"281",-0.0707677243705707
"282",-1.00230456417101
"283",0.791891156637528
"284",1.25409111564973
"285",0.0424697315620275
"286",0.996628801362007
"287",-0.23909678249213
"288",0.389055736854457
"289",1.5256883474355
"290",-0.321216562791
"291",-0.278921653743424
"292",0.315705859937588
"293",0.246841755168482
"294",0.571181816519562
"295",-0.314837494940018
"296",-0.117825366168483
"297",-0.467587094764743
"298",0.524915468816056
"299",1.79038784831293
"300",0.913353766346225
"301",-0.534937507110027
"302",-0.571429457589849
"303",-2.42392234187649
"304",0.172317970918987
"305",0.523154037372494
"306",-0.956179752143776
"307",-1.97902548006281
"308",-0.152934563070164
"309",-0.53186633265662
"310",-0.12986799712376
"311",0.481387653315045
"312",4.14132496176621
"313",-0.107267683494694
"314",-1.26154879488527
"315",0.347052805294352
"316",0.50446188763217
"317",0.900428659971727
"318",0.288790409835547
"319",0.156656802156639
"320",-0.869282400463436
"321",-0.0389455666844903
"322",-0.962927028893484
"323",-0.507244924876215
"324",0.278362257548413
"325",1.39732635712789
"326",-1.00622425804833
"327",0.745403415578142
"328",-0.27513946719521
"329",0.495939251848535
"330",-0.961070550112914
"331",-1.68947681524157
"332",-0.737938148800672
"333",-1.11122642733916
"334",-0.317653168103211
"335",0.225913187929361
"336",0.783925589166672
"337",-2.2882774880973
"338",-0.798037596083764
"339",-1.04514052714851
"340",2.47542914967045
"341",-1.6184799152519
"342",-0.344796696503947
"343",0.63994778485435
"344",-0.121528653280443
"345",-2.21264635576461
"346",0.523943621909026
"347",-1.24294285682521
"348",-0.897688105474198
"349",-1.19579690041058
"350",1.85587806843074
"351",0.315824021706834
"352",-0.180594843456477
"353",-0.226933209559863
